시군명,업종구분명,시설명,교습과정명,전화번호,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
고양시,학원,화정분원정상어학원,종합(대),031-973-0303,10503,경기도 고양시 덕양구 화정동 1148-3번지 J.S빌딩 6층,"경기도 고양시 덕양구 중앙로 622 , 6층 (화정동, J.S빌딩)",37.6273200717,126.8296033515
고양시,학원,헨델음악학원,예능(대),031-973-4728,10526,경기도 고양시 덕양구 행신동 757번지 진일프라자2차 405호,경기도 고양시 덕양구 충경로 48  진일프라자 2차 405호 (행신동),37.6152275167,126.8349693906
고양시,교습소,플라톤독서논술교습소,보통교과,,10239,경기도 고양시 일산서구 탄현동 121번지 큰마을대림현대아파트 212-2호,"경기도 고양시 일산서구 일현로 140 , 212-2호 (탄현동, 큰마을대림현대아파트)",37.6998549534,126.7625340526
고양시,학원,열린학원,입시.검정 및 보습,031-915-7100,10234,경기도 고양시 일산서구 덕이동 1542번지 신성프라자 603호,"경기도 고양시 일산서구 하이파크3로 84 ,  신성프라자  603호 (덕이동)",37.6990301993,126.7532179298
고양시,교습소,그림터미술교습소,예능,031-974-9222,10517,경기도 고양시 덕양구 행신동 621-4번지 대성빌딩 401호,경기도 고양시 덕양구 행신로 155-12   401호 (행신동),37.6197039044,126.8327992144
고양시,교습소,빨간펜수학의달인수학교습소,보통교과,031-971-0888,10521,경기도 고양시 덕양구 행신동 692번지 무원마을 208호,"경기도 고양시 덕양구 무원로 65 , 208호일부 (행신동, 무원마을)",37.6187807455,126.8321275884
고양시,교습소,더매쓰식사수학교습소,보통교과,,10323,경기도 고양시 일산동구 식사동 1550-1번지 위시티아카데미 본동 204호,"경기도 고양시 일산동구 위시티3로 60 , 204호 (식사동, 위시티아카데미 본동)",37.6760459407,126.8139469364
고양시,교습소,라라음악교습소,예능,,10366,경기도 고양시 일산서구 주엽동 83번지 강선마을 강선마을상가동 5층 에스10호,"경기도 고양시 일산서구 중앙로 1391 , 강선마을상가동 5층 에스10호 (주엽동, 강선마을)",37.6674503647,126.7650771863
고양시,학원,개념원리국제수학화정제1학원,입시.검정 및 보습,031-970-2007,10503,경기도 고양시 덕양구 화정동 1002-1번지 명지프라자 501호 일부,"경기도 고양시 덕양구 화신로 273 , 501호 일부 (화정동,명지프라자)",37.6306167747,126.8308090414
고양시,학원,쎈수학러닝센터식사학원,입시.검정 및 보습,031-901-6611,10325,경기도 고양시 일산동구 식사동 670-27번지 풍산트윈시티2 302호,"경기도 고양시 일산동구 위시티로 81 , 풍산트윈시티2 302호 ",37.6792762547,126.8114676524
고양시,교습소,안세영이룸영어교습소,보통교과,031-908-2937,10416,경기도 고양시 일산동구 마두동 737번지 두성코아빌딩 305호,"경기도 고양시 일산동구 일산로 213 , 두성코아빌딩 305호(마두동) ",37.6551691405,126.7892321807
고양시,교습소,소담서예교습소,기타,031-921-2285,10345,경기도 고양시 일산서구 탄현동 1585번지 탄현마을 상가동 202호,"경기도 고양시 일산서구 현중로 8 , 탄현마을 상가동 202호(탄현동) ",37.6915567715,126.7687977907
고양시,학원,탄탄수학학원,입시.검정 및 보습,031-917-0337,10360,경기도 고양시 일산서구 일산동 1087번지 후곡마을17단지 2층 204호,"경기도 고양시 일산서구 강선로 140 , 2층 204호 (일산동, 후곡마을17단지)",37.6755522025,126.7692610629
고양시,교습소,상승영어교습소,보통교과,031-979-0907,10521,경기도 고양시 덕양구 행신동 692번지 무원마을 상가동 207호,"경기도 고양시 덕양구 무원로 65 , 무원마을상가동 207호 (행신동)",37.6187807455,126.8321275884
고양시,교습소,콜린잉글리쉬영어교습소,보통교과,,10420,경기도 고양시 일산동구 백석동 1202-8번지 1층 일부,"경기도 고양시 일산동구 강송로125번길 59-5 , 1층일부 (백석동)",37.6483395297,126.7836747538
고양시,학원,산들홍익미술학원,예능(대),031-812-7714,10354,경기도 고양시 일산서구 일산동 525-16번지 2층,경기도 고양시 일산서구 고양대로 722   2층 (일산동),37.6828679431,126.7760846090
고양시,학원,도래울이소미술학원,예능(대),,10551,경기도 고양시 덕양구 도내동 1112번지 1층 전체,"경기도 고양시 덕양구 의장로 29-6 , 1층 전체 (도내동)",37.6267122570,126.8731595260
고양시,학원,늘푸른바둑학원,기타(대),,10517,경기도 고양시 덕양구 행신동 621-4번지 대성빌딩 4층일부,"경기도 고양시 덕양구 행신로 155-12 , 4층일부 (행신동, 대성빌딩)",37.6197039044,126.8327992144
고양시,교습소,잉글리씨드영어교습소,보통교과,,10264,경기도 고양시 덕양구 내유동 284-46번지 1층 일부,"경기도 고양시 덕양구 통일로1108번길 75 , 1층 일부(내유동) (내유동)",37.7156637998,126.8547110448
고양시,교습소,상승수학교습소,보통교과,,10235,경기도 고양시 일산서구 덕이동 1535번지 하이파크시티일산파밀리에4단지 201호,"경기도 고양시 일산서구 하이파크3로 61 , 201호 (덕이동, 하이파크시티일산파밀리에4단지)",37.6983012853,126.7491416513
고양시,학원,매쓰업수학학원,입시.검정 및 보습,031-912-1012,10355,경기도 고양시 일산동구 중산동 1692번지 현해프라자 305호,"경기도 고양시 일산동구 중산로 105 , 305호 (중산동, 현해프라자)",37.6813948017,126.7813270109
고양시,학원,리드앤톡영어학원,입시.검정 및 보습,031-968-9254,10551,경기도 고양시 덕양구 도내동 1030-1번지 1층,"경기도 고양시 덕양구 도래울3로 14-1 , 1층 (도내동)",37.6303866624,126.8708960542
고양시,학원,제이라이크댄스학원,예능(대),,10568,"경기도 고양시 덕양구 신원동 618-1번지 삼송메디피아 401호, 402호","경기도 고양시 덕양구 통일로 343 , 401호, 402호 (신원동, 삼송 메디피아)",37.6649124056,126.8906962335
고양시,교습소,백석이화음악교습소,예능,031-811-5574,10449,경기도 고양시 일산동구 백석동 1318번지 비잔티움1단지 213호,경기도 고양시 일산동구 호수로 340-38  비잔티움1단지 213호 (백석동),37.6386990962,126.7887657343
고양시,학원,플레이댄스학원,예능(대),031-901-1580,10401,경기도 고양시 일산동구 장항동 756-2번지 위너스21-II 703호,경기도 고양시 일산동구 호수로 646-24  위너스21-II 703호 (장항동),37.6597070909,126.7678291639
고양시,학원,TRC티알씨수학학원,입시.검정 및 보습,031-912-0045,10374,"경기도 고양시 일산서구 일산동 1065-5번지 일산프라자 501호,502호","경기도 고양시 일산서구 일산로 572 , 일산프라자501호,502호(일산동) ",37.6793108809,126.7649375149
고양시,교습소,화정재스민영어교습소,보통교과,,10497,경기도 고양시 덕양구 화정동 968-3번지 광성빌딩 303호,"경기도 고양시 덕양구 화중로 98 , 303호 (화정동, 광성빌딩)",37.6357668368,126.8314202180
고양시,학원,아이스크림홈런러닝센터학원,입시.검정 및 보습,031-972-1233,10499,경기도 고양시 덕양구 화정동 993번지 백양빌딩 201호,"경기도 고양시 덕양구 화신로 234 , 201호 (화정동, 백양빌딩)",37.6305432563,126.8353429206
고양시,교습소,청연국어교습소,보통교과,,10294,경기도 고양시 덕양구 성사동 869번지 대림e편한세상아파트 상가 가동 203호,"경기도 고양시 덕양구 호국로 859 , 상가 가동 203호 (성사동, 대림e편한세상아파트)",37.6595661317,126.8385648531
고양시,교습소,노신영어교습소,보통교과,,10526,경기도 고양시 덕양구 행신동 761-3번지 탑프라자 603호 일부(우측),"경기도 고양시 덕양구 충장로 22 , 탑프라자 603호일부(우측) (행신동)",37.6148009729,126.8344519790
고양시,학원,스마트영수학원,입시.검정 및 보습,031-938-0514,10492,경기도 고양시 덕양구 행신동 958번지 햇빛마을24단지 201호,"경기도 고양시 덕양구 화신로 102 , 201호일부 (행신동, 햇빛마을24단지)",37.6216590271,126.8406799380
고양시,학원,프린스턴영재교육학원,입시.검정 및 보습,031-963-9800,10285,경기도 고양시 덕양구 관산동 179-7번지 제일빌딩 4층,경기도 고양시 덕양구 통일로768번길 16 제일빌딩 4층 (관산동),37.6883678318,126.8656089792
고양시,교습소,홍익상상아트미술교습소,예능,,10530,경기도 고양시 덕양구 행신동 787번지 소만마을시영 상가 203호,"경기도 고양시 덕양구 소만로 15 , 소만마을시영상가 203호 (행신동)",37.6142631156,126.8414024191
고양시,교습소,튼튼영어마스터클럽신원당영어교습소,보통교과,,10468,"경기도 고양시 덕양구 성사동 726번지 어울림마을8단지 10호, 11호","경기도 고양시 덕양구 고양대로1384번길 6 , 10호, 11호 (성사동, 어울림마을8단지)",37.6539970107,126.8371518336
고양시,학원,선화미술학원,예능(대),031-911-2355,10222,"경기도 고양시 일산서구 대화동 1450-1번지 자유로프라자 104,105호","경기도 고양시 일산서구 대화로 120 , 104,105호 (대화동,자유로프라자)",37.6697044975,126.7340429263
고양시,학원,리딩벅스영어독서학원,입시.검정 및 보습,031-916-0380,10306,경기도 고양시 일산동구 풍동 1280번지 701-1호,"경기도 고양시 일산동구 숲속마을로 48 , 701-1호 (풍동)",37.6674431629,126.7979252614
고양시,학원,라임창의수학학원,입시.검정 및 보습,031-905-9570,10305,경기도 고양시 일산동구 풍동 1278번지 풍동프라자 503호,"경기도 고양시 일산동구 숲속마을로 26 , 풍동프라자 503호 (풍동)",37.6673408186,126.8004207226
고양시,교습소,청조아트미술교습소,예능,,10362,경기도 고양시 일산동구 정발산동 694-1번지 1층 일부,"경기도 고양시 일산동구 대산로11번길 40-19 , 1층 일부 (정발산동)",37.6683526093,126.7724951755
고양시,학원,퍼펙트수학학원,입시.검정 및 보습,031-916-3010,10375,경기도 고양시 일산서구 일산동 1062번지 제일프라자 402호,"경기도 고양시 일산서구 일산로 557 , 제일프라자 402호 (일산동)",37.6781460164,126.7660376720
고양시,학원,피아노치는고양이학원,예능(대),031-711-9390,10383,경기도 고양시 일산서구 대화동 2268-2번지 1층 일부,"경기도 고양시 일산서구 호수로856번길 48 , 1층일부 (대화동)",37.6724431050,126.7492435401
고양시,교습소,레벨영어교습소,보통교과,,10332,경기도 고양시 일산동구 중산동 1575번지 중산마을5단지 203호,"경기도 고양시 일산동구 탄중로 341 , 203호 (중산동, 중산마을5단지)",37.6924990659,126.7828077920
고양시,교습소,예본화실미술교습소,예능,031-815-7656,10530,경기도 고양시 덕양구 행신동 785번지 소만마을 201호,"경기도 고양시 덕양구 소원로 157 201호 (행신동, 소만마을)",37.6138350172,126.8406017280
고양시,학원,에스현음악학원,예능(대),031-975-9751,10333,경기도 고양시 일산동구 중산동 1571-2번지 301태종빌딩 3층,"경기도 고양시 일산동구 중산로 230,301  태종빌딩 3층 (중산동)",37.6924855247,126.7805848040
고양시,학원,레인보우음악미술학원,종합(대),,10563,경기도 고양시 덕양구 원흥동 620번지 폴리곤스퀘어 2층 전체,"경기도 고양시 덕양구 원흥1로 48 , 2층전체 (원흥동, 폴리곤스퀘어)",37.6512639378,126.8696657059
고양시,학원,클랑음악학원,예능(대),,10551,경기도 고양시 덕양구 도내동 1025번지 110호,"경기도 고양시 덕양구 도래울2로 3 , 110호 (도내동)",37.6302915142,126.8699562145
고양시,교습소,좋은아이들수학교습소,보통교과,031-819-0909,10348,경기도 고양시 일산서구 일산동 1655번지 일신건영아파트 201호,경기도 고양시 일산서구 원일로21번길 22  201호 (일산동),37.6872982262,126.7666506667
고양시,학원,J153고등부학원,입시.검정 및 보습,,10375,경기도 고양시 일산서구 일산동 1061-1번지 3층 일부,"경기도 고양시 일산서구 일산로 567 , 3층일부 (일산동)",37.6785371358,126.7651606152
고양시,학원,롬매쓰수학학원,입시.검정 및 보습,031-966-1810,10500,"경기도 고양시 덕양구 화정동 984-3번지 세일빌딩 610호,611호","경기도 고양시 덕양구 화신로 278 , 세일빌딩 610호,611호 (화정동)",37.6311652728,126.8305774601
고양시,교습소,소리마을음악교습소,예능,031-979-8470,10494,경기도 고양시 덕양구 행신동 937번지 햇빛마을20단지 204호,"경기도 고양시 덕양구 충장로152번길 47 , 204호 (행신동, 햇빛마을20단지)",37.6246460413,126.8381038198
고양시,교습소,에스논술교습소,보통교과,031-917-0032,10375,경기도 고양시 일산서구 일산동 1082-2번지 보성상가 3층 302호 일부,경기도 고양시 일산서구 일산로 523   3층 302호 일부 (일산동),37.6766887815,126.7694086757
고양시,학원,리드인국자감주엽독서논술수학학원,입시.검정 및 보습,,10387,경기도 고양시 일산서구 주엽동 115-1번지 일산시대프라자 308호,"경기도 고양시 일산서구 주엽로 134 , 308호 (주엽동, 일산시대프라자)",37.6707056974,126.7581282251
고양시,학원,위더스학원,입시.검정 및 보습,031-916-0123,10375,경기도 고양시 일산서구 일산동 1062-1번지 뉴타운 상가 403호,"경기도 고양시 일산서구 일산로 555 , 뉴타운상가 403호 (일산동)",37.6780209682,126.7662203476
