amsmtFclty,appnNtfcDate,cltrFclty,cnvnncFclty,etcFclty,institutionNm,insttCode,insttNm,latitude,lnmadr,longitude,manageNo,mvmFclty,parkAr,parkNm,parkSe,phoneNumber,rdnmadr,referenceDate
,1982-08-04,,,,광주광역시 서구청,6290000,광주광역시,35.14159896,광주광역시 서구 화정동 843,126.8792537,29140-00006,,10400,염주공원,근린공원,062-410-6436,,2026-06-29
,1983-12-30,,,,광주광역시 서구청,6290000,광주광역시,35.18019638,광주광역시 북구 운암동 산 94,126.8758138,29170-00017,,11024,운암제3공원,근린공원,062-360-7697,,2026-06-29
,1983-12-30,,,,광주광역시 서구청,6290000,광주광역시,35.14412847,광주광역시 서구 화정동 802,126.8726659,29140-00007,,1500,효행어린이공원,어린이공원,062-360-7697,,2026-06-29
,1983-12-30,,,,광주광역시 서구청,6290000,광주광역시,35.14337133,광주광역시 서구 화정동 891,126.8764191,29140-00008,,1500,콩콩어린이공원,어린이공원,062-360-7697,,2026-06-29
,2003-11-12,,,,광주광역시 남구청,6290000,광주광역시,35.10652289,광주광역시 남구 노대동 841,126.9054509,29155-00026,,6363.7,달맞이어린이공원,어린이공원,062-607-3811,,2026-06-29
,2003-11-12,,,,광주광역시 남구청,6290000,광주광역시,35.10544299,광주광역시 남구 노대동 834,126.9087419,29155-00027,,7711.3,쟁이마당어린이공원,어린이공원,062-607-3811,,2026-06-29
,2003-11-15,,,,광주광역시 동구청,6290000,광주광역시,35.10306606,광주광역시 남구 노대동 768,126.9009774,29155-00028,,2473.9,조각배어린이공원,어린이공원,062-608-2952,,2026-06-29
,2003-11-15,,,,광주광역시 동구청,6290000,광주광역시,35.14966953,광주광역시 동구 금남로3가 20-2,126.9156302,29110-00010,,3786.7,금남공원,근린공원,062-613-7143,,2026-06-29
,1997-08-12,,,,광주광역시 광산구,6290000,광주광역시,35.17877507,광주광역시 광산구 월곡동 681-2,126.8106717,29200-00058,,1500.1,맑은샘어린이공원,어린이공원,062-960-6839,,2026-06-29
,1997-08-12,,,,광주광역시 광산구,6290000,광주광역시,35.17336195,광주광역시 광산구 월곡동 685-2,126.8107233,29200-00059,,1500.3,야호숲어린이공원,어린이공원,062-960-6839,,2026-06-29
,1997-08-12,,,,광주광역시 광산구,6290000,광주광역시,35.17791679,광주광역시 광산구 운남동 781-2,126.8141316,29200-00060,,1520,풍영정천어린이공원,어린이공원,062-960-6839,,2026-06-29
,1997-08-12,,,,광주광역시 광산구,6290000,광주광역시,35.17782752,광주광역시 광산구 운남동 782-2,126.8160689,29200-00061,,1520,목련무지개어린이공원,어린이공원,062-960-6839,,2026-06-29
,1996-10-25,,,,광주광역시 광산구,6290000,광주광역시,35.18402793,광주광역시 광산구 신가동 1004-6,126.8344837,29200-00052,,1534,천사어린이공원,어린이공원,062-960-6839,,2026-06-29
,1996-10-25,,,,광주광역시 광산구,6290000,광주광역시,35.18299246,광주광역시 광산구 신가동 1009,126.8368848,29200-00053,,1525.7,선광어린이공원,어린이공원,062-960-6839,,2026-06-29
,1996-10-25,,,,광주광역시 광산구,6290000,광주광역시,35.1861961,광주광역시 광산구 신창동 1108-2,126.8374212,29200-00054,,1643.8,아람어린이공원,어린이공원,062-960-6839,,2026-06-29
,1997-08-12,,,,광주광역시 광산구,6290000,광주광역시,35.17714832,광주광역시 광산구 월곡동 684-1,126.8118206,29200-00056,,23720.6,제1풍영정공원,근린공원,062-960-6839,,2026-06-29
,1997-08-12,,,,광주광역시 광산구,6290000,광주광역시,35.17713071,광주광역시 광산구 운남동 780-1,126.8129452,29200-00057,,26200.7,제2풍영정공원,근린공원,062-960-6839,,2026-06-29
,1986-06-04,,,,광주광역시 서구청,6290000,광주광역시,35.14088192,광주광역시 서구 화정동 1081,126.884702,29140-00010,,1610,주동어린이공원,어린이공원,062-607-3811,,2026-06-29
,1986-06-04,,,,광주광역시 남구청,6290000,광주광역시,35.12024661,광주광역시 남구 진월동 878,126.8941058,29155-00012,,1100,대성어린이공원,어린이공원,062-607-3811,,2026-06-29
,1986-06-04,,,,광주광역시 남구청,6290000,광주광역시,35.11979006,광주광역시 남구 봉선동 1086,126.9119073,29155-00013,,6008,불로어린이공원,어린이공원,062-607-3811,,2026-06-29
,1986-06-04,,,,광주광역시 북구청,6290000,광주광역시,35.12340835,광주광역시 남구 봉선동 484-4,126.9124919,29155-00014,,3326,방죽어린이공원,어린이공원,062-410-6436,,2026-06-29
,1986-06-04,,,,광주광역시 북구청,6290000,광주광역시,35.19513185,광주광역시 북구 연제동 47-4,126.8711712,29170-00019,,3884,외촌어린이공원,어린이공원,062-410-6436,,2026-06-29
,1987-09-16,,,,광주광역시 남구청,6290000,광주광역시,35.19123409,광주광역시 북구 매곡동 83-3,126.8909266,29170-00020,,1666,하백어린이공원,어린이공원,062-607-3811,,2026-06-29
,1987-09-16,,,,광주광역시 남구청,6290000,광주광역시,35.13084406,광주광역시 남구 방림동 553,126.9147653,29155-00015,,1548.5,방림제2어린이공원,어린이공원,062-607-3811,,2026-06-29
,1987-09-16,,,,광주광역시 남구청,6290000,광주광역시,35.12884258,광주광역시 남구 봉선동 1031,126.9124883,29155-00016,,1603.3,봉선제2어린이공원,어린이공원,062-607-3811,,2026-06-29
,1987-09-16,,,,광주광역시 남구청,6290000,광주광역시,35.13029135,광주광역시 남구 봉선동 986,126.9089505,29155-00017,,3399.2,봉선제1어린이공원,어린이공원,062-607-3811,,2026-06-29
,1987-09-16,,,,광주광역시 남구청,6290000,광주광역시,35.1273253,광주광역시 남구 봉선동 1008,126.9084312,29155-00018,,2301.8,봉선제3어린이공원,어린이공원,062-607-3811,,2026-06-29
,1987-09-25,,,,광주광역시 우치공원관리사무소,6290000,광주광역시,35.12973277,광주광역시 남구 방림동 557,126.9168386,29155-00019,,2923.1,방림제3어린이공원,어린이공원,062-613-5861,,2026-06-29
,1987-11-11,,,,광주광역시 북구청,6290000,광주광역시,35.22431388,광주광역시 북구 생용동 산 127-2,126.8942421,29170-00021,,968868,우치공원,근린공원,062-410-6436,,2026-06-29
,1987-11-11,,,,광주광역시 북구청,6290000,광주광역시,35.16865245,광주광역시 북구 두암동 952,126.9356345,29170-00022,,3414,부영어린이공원,어린이공원,062-410-6436,,2026-06-29
,1987-11-11,,,,광주광역시 북구청,6290000,광주광역시,35.16925756,광주광역시 북구 두암동 951,126.9382905,29170-00023,,1674,초롱어린이공원,어린이공원,062-410-6436,,2026-06-29
,1987-11-11,,,,광주광역시 북구청,6290000,광주광역시,35.17059299,광주광역시 북구 두암동 950,126.935820,29170-00024,,1500,무진어린이공원,어린이공원,062-410-6436,,2026-06-29
,1967-02-20,,,,광주광역시 동구청,6290000,광주광역시,35.15510596,광주광역시 동구 산수동 401-87,126.9286758,29110-00001,,19691,산수공원,근린공원,062-360-7697,,2026-06-29
,1967-02-20,,,,광주광역시 서구청,6290000,광주광역시,35.14935954,광주광역시 서구 화정동 325,126.8745036,29140-00001,,107268,화정공원,근린공원,062-360-7697,,2026-06-29
,1967-02-20,,,,광주광역시 서구청,6290000,광주광역시,35.14717497,광주광역시 서구 쌍촌동 869-9,126.8562207,29140-00002,,74020,상무수변공원,수변공원,062-607-3811,,2026-06-29
,1967-02-20,,,,광주광역시 북구청,6290000,광주광역시,35.14216168,광주광역시 남구 월산동 167,126.898182,29155-00003,,148600,월산공원,근린공원,062-410-6436,,2026-06-29
,1968-03-05,,,,광주광역시 동구청,6290000,광주광역시,35.20253338,광주광역시 북구 양산동 288-3,126.8736596,29170-00003,,71541,양산호수공원,근린공원,062-608-2952,,2026-06-29
,1968-11-20,,,,광주광역시 동구청,6290000,광주광역시,35.16091599,광주광역시 동구 계림동 1730,126.9279579,29110-00002,,2453.6,풍향어린이공원,어린이공원,062-607-3811,,2026-06-29
,1968-11-20,,,,광주광역시 남구청,6290000,광주광역시,35.13928952,광주광역시 남구 월산동 1034-1,126.8938271,29155-00004,,2300,월산제2어린이공원,어린이공원,062-607-3811,,2026-06-29
,1968-11-20,,,,광주광역시 남구청,6290000,광주광역시,35.13225313,광주광역시 남구 봉선동 1100-14,126.9038314,29155-00005,,1800,봉선어린이공원,어린이공원,062-607-3811,,2026-06-29
,1970-02-05,,,,광주광역시 서구청,6290000,광주광역시,35.13238739,광주광역시 남구 방림동 528-2,126.9168663,29155-00006,,2713,방림제1어린이공원,어린이공원,062-360-7697,,2026-06-29
,1970-02-05,,,,광주광역시 서구청,6290000,광주광역시,35.14829035,광주광역시 서구 농성동 669-3,126.8870644,29140-00003,,2100,농성어린이공원,어린이공원,062-360-7697,,2026-06-29
,1970-06-05,,,,광주광역시 서구청,6290000,광주광역시,35.15316037,광주광역시 서구 내방동 837,126.8724926,29140-00004,,3200,내방어린이공원,어린이공원,062-410-6436,,2026-06-29
,1970-06-05,,,,광주광역시 북구청,6290000,광주광역시,35.17397818,광주광역시 북구 운암동 95,126.8814972,29170-00004,,2496.5,운암어린이공원,어린이공원,062-410-6436,,2026-06-29
,1970-06-05,,,,광주광역시 북구청,6290000,광주광역시,35.17248474,광주광역시 북구 운암동 449-3,126.8837441,29170-00005,,3515.4,버들어린이공원,어린이공원,062-410-6436,,2026-06-29
,1970-06-05,,,,광주광역시 북구청,6290000,광주광역시,35.1754882,광주광역시 북구 운암동 478-1,126.8840764,29170-00006,,3860.5,지우어린이공원,어린이공원,062-410-6436,,2026-06-29
,1970-06-05,,,,광주광역시 북구청,6290000,광주광역시,35.17161883,광주광역시 북구 신안동 471-1,126.8982973,29170-00007,,3817.5,신용제1어린이공원,어린이공원,062-410-6436,,2026-06-29
,1971-06-25,,,,광주광역시도시공사,6290000,광주광역시,35.16828898,광주광역시 북구 중흥동 347-1,126.909238,29170-00008,,4205,효동어린이공원,어린이공원,062-572-4384,,2026-06-29
,1975-02-18,,,,광주광역시 서구청,6290000,광주광역시,35.23461645,광주광역시 북구 수곡동 산 35-7,126.9267224,29170-00009,,605000,망월묘지공원,묘지공원,062-360-7697,,2026-06-29
,1975-02-18,,,,광주광역시 서구청,6290000,광주광역시,35.12798727,광주광역시 서구 풍암동 460,126.8701394,29140-00005,,3028321.3,중앙공원,근린공원,062-613-7143,,2026-06-29
,1975-02-18,,,,광주광역시 북구청,6290000,광주광역시,35.18323305,광주광역시 북구 운암동 산 42-3,126.8857358,29170-00010,,2082873,중외공원,근린공원,062-410-6436,,2026-06-29
,1975-02-18,,,,광주광역시 동구청+광주광역시 서구청+광주광역시 남구청+광주광역시 북구청,6290000,광주광역시,35.17567967,광주광역시 북구 두암동 681,126.9262417,29170-00011,,136050,우산공원,근린공원,062-608-2963,,2026-06-29
,1987-12-15,,,,광주광역시 북구청,6290000,광주광역시,35.17424891,광주광역시 북구 두암동 829-8,126.9320454,29170-00027,,2333.6,새싹어린이공원,어린이공원,062-410-6436,,2026-06-29
,1987-12-15,,,,광주광역시 북구청,6290000,광주광역시,35.17082317,광주광역시 북구 두암동 854-8,126.9316555,29170-00028,,2349.5,둘리어린이공원,어린이공원,062-410-6436,,2026-06-29
,1987-12-21,,,,광주광역시 서구청,6290000,광주광역시,35.16883188,광주광역시 북구 두암동 890-4,126.9277462,29170-00029,,2296.2,어울림어린이공원,어린이공원,062-360-7697,,2026-06-29
,1987-12-21,,,,광주광역시 서구청,6290000,광주광역시,35.14653422,광주광역시 서구 쌍촌동 1205,126.8667315,29140-00011,,8920.2,쌍학어린이공원,어린이공원,062-360-7697,,2026-06-29
,2011-03-22,,,,광주광역시 서구청,6290000,광주광역시,35.15313149,광주광역시 서구 농성동 73-1,126.8918267,29140-00077,,901,경열어린이공원,어린이공원,062-960-6839,,2026-06-29
,1989-01-16,,,,광주광역시 남구청,6290000,광주광역시,35.21298184,광주광역시 광산구 안청동 736-1,126.8023712,29200-00014,,74914,안청공원,근린공원,062-607-3811,,2026-06-29
,1989-12-14,,,,광주광역시 북구청,6290000,광주광역시,35.11652752,광주광역시 남구 진월동 481-27,126.8992735,29155-00020,,1500,현대어린이공원,어린이공원,062-410-6436,,2026-06-29
,1989-12-14,,,,광주광역시 북구청,6290000,광주광역시,35.19123164,광주광역시 북구 오치동 913-19,126.9033197,29170-00030,,1803.5,박들어린이공원,어린이공원,062-410-6436,,2026-06-29
,1989-12-14,,,,광주광역시 북구청,6290000,광주광역시,35.18222629,광주광역시 북구 용봉동 1214,126.9042239,29170-00031,,1851,용주어린이공원,어린이공원,062-410-6436,,2026-06-29
,1989-12-14,,,,광주광역시 북구청,6290000,광주광역시,35.18923544,광주광역시 북구 오치동 946-9,126.9037774,29170-00032,,1506.8,차돌(독)어린이공원,어린이공원,062-410-6436,,2026-06-29
,1989-12-14,,,,광주광역시 북구청,6290000,광주광역시,35.18845723,광주광역시 북구 오치동 934-1,126.910400,29170-00033,,1500.9,상오치어린이공원,어린이공원,062-410-6436,,2026-06-29
,1989-12-14,,,,광주광역시 북구청,6290000,광주광역시,35.18579759,광주광역시 북구 오치동 990-1,126.907259,29170-00034,,3600.8,하오치어린이공원,어린이공원,062-410-6436,,2026-06-29
,1989-12-14,,,,광주광역시 북구청,6290000,광주광역시,35.1862764,광주광역시 북구 오치동 981-6,126.9102521,29170-00035,,2500.8,고운어린이공원,어린이공원,062-410-6436,,2026-06-29
,1989-12-14,,,,광주광역시 북구청,6290000,광주광역시,35.18946341,광주광역시 북구 오치동 927-1,126.9076869,29170-00036,,1500.1,샛터어린이공원,어린이공원,062-410-6436,,2026-06-29
,1989-12-14,,,,광주광역시 북구청,6290000,광주광역시,35.18001472,광주광역시 북구 용봉동 1227-8,126.9026071,29170-00037,,1783,반룡어린이공원,어린이공원,062-410-6436,,2026-06-29
,1989-12-14,,,,광주광역시 북구청,6290000,광주광역시,35.18011359,광주광역시 북구 용봉동 1232-1,126.8992417,29170-00038,,1905.1,봉곡어린이공원,어린이공원,062-410-6436,,2026-06-29
,2016-10-01,,,,광주광역시 서구청,6290000,광주광역시,35.15612154,광주광역시 서구 농성동 704,126.8882474,29140-00083,,417,농성동소공원,소공원,062-960-6839,,2026-06-29
,1980-08-23,,,,광주광역시 광산구,6290000,광주광역시,35.13669201,광주광역시 남구 월산동 1047-13,126.8934667,29155-00009,,883.7,세은5어린이공원,어린이공원,062-960-6839,,2026-06-29
,1985-09-30,,,,광주광역시 광산구,6290000,광주광역시,35.13039061,광주광역시 남구 봉선동 1016,126.9125266,29155-00010,,10288.8,봉선공원,근린공원,062-960-6839,,2026-06-29
,1985-12-30,,,,광주광역시 광산구,6290000,광주광역시,35.12316806,광주광역시 남구 봉선동 134,126.9166047,29155-00011,,20675,유안공원,근린공원,062-960-6839,,2026-06-29
,2009-02-05,,,,광주광역시 광산구,6290000,광주광역시,35.14550373,광주광역시 남구 구동 24,126.9089418,29155-00040,,2571,아시아전통문화역사공원,역사공원,062-960-6839,,2026-06-29
,2018-03-01,,,,광주광역시 광산구,6290000,광주광역시,35.08868798,광주광역시 남구 압촌동 503,126.8287341,29155-00051,,18085.7,지석제공원,근린공원,062-960-6839,,2026-06-29
,1975-02-18,,,,광주광역시 광산구,6290000,광주광역시,35.16766599,광주광역시 북구 임동 627,126.8852348,29170-00012,,424420,천변공원,수변공원,062-960-6839,,2026-06-29
